CONT_ID	PERIOD	LP_RPED	LP_UECC	LP_CACC	LS_RPED	LS_UECC	LS_CACC
73	5	0	0.0000	0.0000	0	0.0000	0.0000
73	6	0	0.0000	0.0000	0	0.0000	0.0000
73	7	0	0.0000	0.0000	0	0.0000	0.0000
74	1	0	0.0000	0.0000	0	0.0000	0.0000
74	2	0	0.0000	0.0000	0	0.0000	0.0000
74	3	0	0.0000	0.0000	0	0.0000	0.0000
74	4	0	0.0000	0.0000	0	0.0000	0.0000
74	5	0	0.0000	0.0000	0	0.0000	0.0000
74	6	0	0.0000	0.0000	0	0.0000	0.0000
74	7	0	0.0000	0.0000	0	0.0000	0.0000
75	1	11993	0.3924	0.3340	11993	0.4110	0.5230
75	2	11992	0.3299	0.3329	11992	0.5885	0.5230
75	3	11991	0.2900	0.3230	11991	0.4000	0.4750
75	4	11990	0.3430	0.3230	11990	0.4733	0.4750
75	5	11989	0.2776	0.3230	11989	0.3367	0.4750
75	6	11988	0.5157	0.3230	11988	0.3672	0.4750
75	7	11987	0.5176	0.2930	11987	0.2459	0.4750
76	1	0	0.0000	0.0000	0	0.0000	0.0000
76	2	0	0.0000	0.0000	0	0.0000	0.0000
76	3	0	0.0000	0.0000	0	0.0000	0.0000
76	4	0	0.0000	0.0000	0	0.0000	0.0000
76	5	0	0.0000	0.0000	0	0.0000	0.0000
76	6	0	0.0000	0.0000	0	0.0000	0.0000
76	7	0	0.0000	0.0000	0	0.0000	0.0000
77	1	31996	0.2592	0.2420	31996	0.5779	0.5230
77	2	31995	0.2967	0.2420	31995	0.5744	0.5230
77	3	31994	0.2782	0.2420	31994	0.5978	0.5230
77	4	31993	0.3570	0.2420	31993	0.6262	0.5230
77	5	31992	0.2823	0.2420	31992	0.6908	0.5230
77	6	31991	0.2350	0.2320	31991	0.4857	0.4750
77	7	31990	0.2787	0.2320	31990	0.5527	0.4750
78	1	121996	0.4412	0.3340	121996	0.5643	0.5230
78	2	121995	0.5746	0.3340	121995	0.4369	0.5230
78	3	121994	0.4433	0.3340	121994	0.4904	0.5230
78	4	121993	0.4109	0.3340	121993	0.4737	0.5230
78	5	121992	0.3145	0.3340	121992	0.4267	0.5230
78	6	121991	0.3672	0.3329	121991	0.4301	0.5230
78	7	121990	0.3194	0.3230	121990	0.4648	0.4750
79	1	111996	0.4849	0.4890	111996	0.5951	0.5262
79	2	111995	0.4820	0.4890	111995	0.4611	0.5012
79	3	111994	0.4962	0.4890	111994	0.4797	0.4772
79	4	111993	0.4814	0.4890	111993	0.4458	0.4548
79	5	111992	0.4818	0.4890	111992	0.4524	0.4331
79	6	81991	0.4804	0.5202	81991	0.2034	0.3570
79	7	0	0.0000	0.0000	0	0.0000	0.0000
80	1	0	0.0000	0.0000	0	0.0000	0.0000
80	2	0	0.0000	0.0000	0	0.0000	0.0000
80	3	0	0.0000	0.0000	0	0.0000	0.0000
80	4	0	0.0000	0.0000	0	0.0000	0.0000
80	5	0	0.0000	0.0000	0	0.0000	0.0000
80	6	0	0.0000	0.0000	0	0.0000	0.0000
80	7	0	0.0000	0.0000	0	0.0000	0.0000
81	1	0	0.0000	0.0000	0	0.0000	0.0000
81	2	0	0.0000	0.0000	0	0.0000	0.0000
81	3	0	0.0000	0.0000	0	0.0000	0.0000
81	4	0	0.0000	0.0000	0	0.0000	0.0000
81	5	0	0.0000	0.0000	0	0.0000	0.0000
81	6	0	0.0000	0.0000	0	0.0000	0.0000
81	7	0	0.0000	0.0000	0	0.0000	0.0000
82	1	11997	0.3858	0.3340	11997	0.5233	0.5230
82	2	11996	0.3423	0.3340	11996	0.4614	0.5230
82	3	11995	0.3963	0.3340	11995	0.4104	0.5230
82	4	11994	0.2955	0.3340	11994	0.4167	0.5230
82	5	11993	0.2670	0.3340	11993	0.3958	0.5230
82	6	11992	0.2694	0.3329	11992	0.4607	0.5230
82	7	81991	0.2719	0.3230	81991	0.4267	0.4750
83	1	81989	0.2652	0.3230	81996	0.5507	0.5230
83	2	81988	0.3589	0.3230	81995	0.5689	0.5230
83	3	81987	0.2811	0.3230	81994	0.4911	0.5230
83	4	81986	0.2339	0.2930	81993	0.4704	0.5230
83	5	121985	0.2711	0.2930	81992	0.4770	0.5230
83	6	91985	0.2716	0.2930	81991	0.4620	0.4750
83	7	0	0.0000	0.0000	81990	0.4494	0.4750
84	1	71996	0.3258	0.3340	71996	0.5175	0.5230
84	2	71995	0.3345	0.3340	71995	0.4992	0.5230
84	3	71994	0.3323	0.3340	71994	0.4986	0.5230
84	4	71993	0.3592	0.3340	71993	0.5202	0.5230
84	5	71992	0.3231	0.3340	71992	0.4963	0.5230
84	6	71991	0.3126	0.3230	71991	0.4660	0.4750
84	7	71990	0.3008	0.3230	71990	0.4647	0.4750
85	1	71996	0.2663	0.3340	71996	0.4542	0.5230
85	2	71995	0.2759	0.3340	71995	0.4133	0.5230
85	3	71994	0.2548	0.3340	71994	0.3546	0.5230
85	4	71993	0.2882	0.3340	71993	0.3862	0.5230
85	5	71992	0.2592	0.3340	71992	0.3889	0.5230
85	6	71991	0.3045	0.3230	71991	0.4311	0.4750
85	7	71990	0.2227	0.3230	71990	0.3580	0.4750
86	1	81996	0.3476	0.3340	81996	0.6620	0.5230
86	2	81995	0.3784	0.3340	81995	0.5292	0.5230
86	3	81994	0.4191	0.3340	81994	0.4988	0.5230
86	4	81993	0.3980	0.3340	81993	0.6026	0.5230
86	5	81992	0.3339	0.3340	81992	0.6352	0.5230
86	6	81991	0.3530	0.3230	81991	0.6530	0.4750
86	7	81990	0.3564	0.3230	81990	0.5776	0.4750
87	1	11997	0.3108	0.3340	11997	0.5227	0.5230
87	2	11996	0.3108	0.3340	11996	0.5338	0.5230
87	3	11995	0.3256	0.3340	11995	0.5630	0.5230
87	4	11994	0.3369	0.3340	11994	0.5645	0.5230
87	5	11993	0.3891	0.3340	11993	0.5377	0.5230
87	6	11992	0.3565	0.3329	11992	0.5809	0.5230
87	7	11991	0.3128	0.3230	11991	0.5119	0.4750
88	1	61996	0.2987	0.3340	61996	0.6576	0.5230
88	2	61995	0.3282	0.3340	61995	0.6388	0.5230
88	3	61994	0.3593	0.3340	61994	0.6812	0.5230
88	4	61993	0.4218	0.3340	61993	0.6934	0.5230
88	5	61992	0.3104	0.3340	61992	0.5715	0.5230
88	6	61991	0.3574	0.3230	61991	0.4773	0.4750
88	7	61990	0.2347	0.3230	61990	0.4541	0.4750
89	1	11986	0.2446	0.2930	11986	0.4747	0.4752
89	2	91985	0.2477	0.2930	91985	0.3877	0.4752
89	3	0	0.0000	0.0000	0	0.0000	0.0000
89	4	0	0.0000	0.0000	0	0.0000	0.0000
89	5	0	0.0000	0.0000	0	0.0000	0.0000
89	6	0	0.0000	0.0000	0	0.0000	0.0000
89	7	0	0.0000	0.0000	0	0.0000	0.0000
90	1	81996	0.2917	0.3340	61986	0.3656	0.4752
90	2	81995	0.2913	0.3340	121985	0.4236	0.4752
90	3	81994	0.3564	0.3340	91985	0.4284	0.4752
90	4	81993	0.2663	0.3340	0	0.0000	0.0000
90	5	81992	0.2683	0.3340	0	0.0000	0.0000
90	6	81991	0.2789	0.3230	0	0.0000	0.0000
90	7	81990	0.2602	0.3230	0	0.0000	0.0000
91	1	91996	0.2413	0.2420	91995	0.5152	0.5230
91	2	91995	0.2411	0.2420	101994	0.5215	0.5230
91	3	101994	0.2405	0.2320	0	0.0000	0.0000
91	4	0	0.0000	0.0000	0	0.0000	0.0000
91	5	0	0.0000	0.0000	0	0.0000	0.0000
91	6	0	0.0000	0.0000	0	0.0000	0.0000
91	7	0	0.0000	0.0000	0	0.0000	0.0000
92	1	11992	0.2828	0.2410	11997	0.4908	0.5230
92	2	11991	0.2631	0.2320	11996	0.5758	0.5230
92	3	11990	0.2797	0.2320	11995	0.4342	0.5230
92	4	11989	0.2939	0.2320	11994	0.5785	0.5230
92	5	11988	0.2265	0.2320	11993	0.4824	0.5230
92	6	11987	0.1822	0.2320	11992	0.6296	0.5230
92	7	121985	0.2287	0.2320	11991	0.4418	0.4750
93	1	0	0.0000	0.0000	71996	0.4521	0.6360
93	2	0	0.0000	0.0000	0	0.0000	0.0000
93	3	0	0.0000	0.0000	0	0.0000	0.0000
93	4	0	0.0000	0.0000	0	0.0000	0.0000
93	5	0	0.0000	0.0000	0	0.0000	0.0000
93	6	0	0.0000	0.0000	0	0.0000	0.0000
93	7	0	0.0000	0.0000	0	0.0000	0.0000
94	1	81987	0.2599	0.3230	81987	0.5679	0.4750
94	2	31987	0.2458	0.2930	31987	0.6093	0.4750
94	3	81986	0.2311	0.2930	81986	0.4371	0.4752
94	4	121985	0.2905	0.2930	121985	0.3691	0.4752
94	5	91985	0.2974	0.2930	91985	0.4367	0.4752
94	6	0	0.0000	0.0000	0	0.0000	0.0000
94	7	0	0.0000	0.0000	0	0.0000	0.0000
95	1	0	0.0000	0.0000	0	0.0000	0.0000
95	2	0	0.0000	0.0000	0	0.0000	0.0000
95	3	0	0.0000	0.0000	0	0.0000	0.0000
95	4	0	0.0000	0.0000	0	0.0000	0.0000
95	5	0	0.0000	0.0000	0	0.0000	0.0000
95	6	0	0.0000	0.0000	0	0.0000	0.0000
95	7	0	0.0000	0.0000	0	0.0000	0.0000
96	1	0	0.0000	0.0000	0	0.0000	0.0000
96	2	0	0.0000	0.0000	0	0.0000	0.0000
96	3	0	0.0000	0.0000	0	0.0000	0.0000
96	4	0	0.0000	0.0000	0	0.0000	0.0000
96	5	0	0.0000	0.0000	0	0.0000	0.0000
96	6	0	0.0000	0.0000	0	0.0000	0.0000
96	7	0	0.0000	0.0000	0	0.0000	0.0000
97	1	0	0.0000	0.0000	0	0.0000	0.0000
97	2	0	0.0000	0.0000	0	0.0000	0.0000
97	3	0	0.0000	0.0000	0	0.0000	0.0000
97	4	0	0.0000	0.0000	0	0.0000	0.0000
97	5	0	0.0000	0.0000	0	0.0000	0.0000
97	6	0	0.0000	0.0000	0	0.0000	0.0000
97	7	0	0.0000	0.0000	0	0.0000	0.0000
98	1	71996	0.3284	0.3340	71996	0.5146	0.5230
98	2	71995	0.2404	0.3340	71995	0.3601	0.5230
98	3	71994	0.2489	0.3340	71994	0.4837	0.5230
98	4	71993	0.3159	0.3340	71993	0.3015	0.5230
98	5	71992	0.3042	0.3340	71992	0.4082	0.5230
98	6	71991	0.3472	0.3230	71991	0.3213	0.4750
98	7	71990	0.3620	0.3230	71990	0.3234	0.4750
99	1	101996	0.3445	0.3340	101990	0.4671	0.4750
99	2	101995	0.3053	0.3340	101989	0.5222	0.4750
99	3	101994	0.3305	0.3340	101988	0.5132	0.4750
99	4	101993	0.3366	0.3340	101987	0.5092	0.4750
99	5	101992	0.4309	0.3340	101986	0.5222	0.4750
99	6	101991	0.3220	0.3329	11986	0.4307	0.4752
99	7	101990	0.3152	0.3230	91985	0.4287	0.4752
100	1	31996	0.1086	0.3340	31987	0.2154	0.4750
100	2	31995	0.1487	0.3340	121985	0.1384	0.4752
100	3	31994	0.2119	0.3340	91985	0.1568	0.4752
100	4	31993	0.1531	0.3340	0	0.0000	0.0000
100	5	31992	0.1460	0.3340	0	0.0000	0.0000
100	6	31991	0.1818	0.3230	0	0.0000	0.0000
100	7	31990	0.2253	0.3230	0	0.0000	0.0000
101	1	0	0.0000	0.0000	0	0.0000	0.0000
101	2	0	0.0000	0.0000	0	0.0000	0.0000
101	3	0	0.0000	0.0000	0	0.0000	0.0000
101	4	0	0.0000	0.0000	0	0.0000	0.0000
101	5	0	0.0000	0.0000	0	0.0000	0.0000
101	6	0	0.0000	0.0000	0	0.0000	0.0000
101	7	0	0.0000	0.0000	0	0.0000	0.0000
102	1	121996	0.3963	0.4890	121992	0.2068	0.5230
102	2	121995	0.3269	0.4446	121991	0.3339	0.5230
102	3	121994	0.1414	0.4041	121990	0.2519	0.4750
102	4	121993	0.1566	0.3340	121989	0.1621	0.4750
102	5	101993	0.1728	0.3674	121988	0.2231	0.4750
102	6	121992	0.1598	0.3340	121987	0.3287	0.4750
102	7	121991	0.3174	0.3329	121986	0.4126	0.4750
103	1	41996	0.3413	0.3340	41996	0.5277	0.5230
103	2	41995	0.4013	0.3340	41995	0.5155	0.5230
103	3	41994	0.3733	0.3340	41994	0.5133	0.5230
103	4	41993	0.3649	0.3340	41993	0.5488	0.5230
103	5	41992	0.3836	0.3340	41992	0.5331	0.5230
103	6	21992	0.3110	0.3329	21992	0.5277	0.5230
103	7	41991	0.3024	0.3230	41991	0.4984	0.4750
104	1	81996	0.3298	0.3340	81996	0.5169	0.5230
104	2	81995	0.3301	0.3340	81995	0.5427	0.5230
104	3	81994	0.3296	0.3340	81994	0.5218	0.5230
104	4	81993	0.3307	0.3340	81993	0.5342	0.5230
104	5	81992	0.3304	0.3340	81992	0.5107	0.5230
104	6	81991	0.3199	0.3230	81991	0.4674	0.4750
104	7	81990	0.3118	0.3230	81990	0.4516	0.4750
105	1	21997	0.2986	0.3340	0	0.0000	0.0000
105	2	21996	0.2966	0.3340	0	0.0000	0.0000
105	3	21995	0.3253	0.3340	0	0.0000	0.0000
105	4	21994	0.2687	0.3340	0	0.0000	0.0000
105	5	21993	0.2736	0.3340	0	0.0000	0.0000
105	6	21992	0.2797	0.3329	0	0.0000	0.0000
105	7	21991	0.2903	0.3230	0	0.0000	0.0000
106	1	51996	0.3145	0.3340	51996	0.3900	0.5230
106	2	51995	0.3152	0.3340	51995	0.4409	0.5230
106	3	51994	0.3397	0.3340	51994	0.4951	0.5230
106	4	51993	0.3051	0.3340	51993	0.4024	0.5230
106	5	51992	0.3132	0.3340	51992	0.4928	0.5230
106	6	51991	0.2975	0.3230	51991	0.3831	0.4750
106	7	51990	0.3253	0.3230	51990	0.4753	0.4750
