SCHOOLID	CHILDID	GRADE	YEAR	TIME	RETAINED	SWITCH_SCHOOLS	DISADVANTAGED	TLI_MATH	MALE	ETHNICITY	RACE	FIRST_COHORT	LAST_COHORT	USI	MATH_SESSIONS	N_TEACHERS	ETHNIC
57905180	3476529	4	1994	1	0	0	1	78	0	hispanic	3	3	3	3	0	31.2	3
57905180	3517470	3	1994	1	0	0	0	63	1	other	4	4	4	3	0	31.2	4
57905180	3517470	4	1995	2	0	0	1	72	1	other	4	4	4	3	0	31.2	4
57905180	3517470	5	1996	3	0	0	1	67	1	other	4	4	4	3	0	31.2	4
57905180	3517470	6	1997	4	0	0	1	64	1	other	4	4	4	3	0	31.2	4
57905180	3532271	4	1994	1	0	0	1	56	1	black	2	3	3	3	0	31.2	2
57905180	3532271	5	1995	2	0	0	1	57	1	black	2	3	3	3	0	31.2	2
57905180	3532271	6	1996	3	0	0	1	49	1	black	2	3	3	3	0	31.2	2
57905180	3541176	5	1999	1	0	0	1	85	0	hispanic	3	7	7	3	0	31.2	3
57905180	3541176	6	2000	2	0	0	1	80	0	hispanic	3	7	7	3	0	31.2	3
57905180	3553673	5	1994	1	0	0	1	85	0	black	2	2	2	3	0	31.2	2
57905180	3553673	6	1995	2	0	0	1	85	0	black	2	2	2	3	0	31.2	2
57905180	3574569	5	1994	1	0	0	1	49	0	white	1	2	2	3	0	31.2	1
57905180	3574569	6	1995	2	0	0	1	48	0	white	1	2	2	3	0	31.2	1
57905186	21173	3	1995	1	0	0	1	22	1	black	2	5	5	3	0	43.9	2
57905186	21173	4	1996	2	0	0	1	27	1	black	2	5	5	3	0	43.9	2
57905186	21173	5	1997	3	0	0	1	40	1	black	2	5	5	3	0	43.9	2
57905186	21173	6	1998	4	0	0	1	32	1	black	2	5	5	3	0	43.9	2
57905186	52315	3	1995	1	0	0	1	70	1	black	2	5	5	3	0	43.9	2
57905186	52315	4	1996	2	0	0	1	84	1	black	2	5	5	3	0	43.9	2
57905186	52315	5	1997	3	0	0	1	84	1	black	2	5	5	3	0	43.9	2
57905186	52315	6	1998	4	0	0	1	79	1	black	2	5	5	3	0	43.9	2
57905186	85882	3	1996	1	0	0	1	59	1	black	2	6	6	3	0	43.9	2
57905186	85882	4	1997	2	0	0	1	83	1	black	2	6	6	3	0	43.9	2
57905186	85882	5	1998	3	0	0	1	66	1	black	2	6	6	3	0	43.9	2
57905186	85882	6	1999	4	0	0	1	78	1	black	2	6	6	3	0	43.9	2
57905186	123493	3	1998	1	0	0	1	79	1	black	2	8	8	3	0	43.9	2
57905186	123493	4	1999	2	0	0	1	73	1	black	2	8	8	3	0	43.9	2
57905186	141653	4	2000	1	0	0	1	78	0	black	2	9	9	3	0	43.9	2
57905186	196844	3	1999	1	0	0	1	37	0	hispanic	3	9	9	3	0	43.9	3
57905186	196844	4	2000	2	0	0	1	64	0	hispanic	3	9	9	3	0	43.9	3
57905186	196861	6	1999	1	0	0	1	70	0	hispanic	3	6	6	3	0	43.9	3
57905186	283297	3	1999	1	0	0	1	84	1	black	2	9	9	3	0	43.9	2
57905186	542176	3	1998	1	0	0	1	45	0	black	2	8	9	3	0	43.9	2
57905186	542176	3	1999	2	1	0	1	25	0	black	2	8	9	3	0	43.9	2
57905186	770677	3	1999	1	0	0	1	37	0	black	2	9	9	3	0	43.9	2
57905186	770677	4	2000	2	0	0	1	53	0	black	2	9	9	3	0	43.9	2
57905186	929469	3	1999	1	0	0		78	0	black	2	9	9	3	0	43.9	2
57905186	929469	4	2000	2	0	0	0	88	0	black	2	9	9	3	0	43.9	2
57905186	1455764	4	1995	1	0	0		68	0	hispanic	3	4	4	3	0	43.9	3
57905186	1455764	5	1996	2	0	0		74	0	hispanic	3	4	4	3	0	43.9	3
57905186	1455764	6	1997	3	0	0		76	0	hispanic	3	4	4	3	0	43.9	3
57905186	1943584	5	1994	1	0	0	0	42	1	black	2	2	2	3	0	43.9	2
57905186	1943584	6	1995	2	0	0	1	66	1	black	2	2	2	3	0	43.9	2
57905186	2324154	4	1995	1	0	0	1	32	0	black	2	4	4	3	0	43.9	2
57905186	2324154	5	1996	2	0	1	1	66	0	black	2	4	4	3	0	43.9	2
57905186	2324154	6	1997	3	0	1	1	73	0	black	2	4	4	3	0	43.9	2
57905186	2353216	3	1995	1	0	0	1	26	1	black	2	5	5	3	0	43.9	2
57905186	2353216	4	1996	2	0	0	1	38	1	black	2	5	5	3	0	43.9	2
57905186	2583488	4	1994	1	0	0	0	69	1	black	2	3	3	3	0	43.9	2
57905186	2583488	5	1995	2	0	0	0	63	1	black	2	3	3	3	0	43.9	2
57905186	2583488	6	1996	3	0	0	1	76	1	black	2	3	3	3	0	43.9	2
57905186	2804479	3	1995	1	0	0	1	81	0	black	2	5	5	3	0	43.9	2
57905186	2804479	4	1996	2	0	0	1	87	0	black	2	5	5	3	0	43.9	2
57905186	2804479	5	1997	3	0	0	1	85	0	black	2	5	5	3	0	43.9	2
57905186	2804479	6	1998	4	0	1		89	0	black	2	5	5	3	0	43.9	2
57905186	3399473	3	1994	1	0	0	0	65	0	black	2	4	4	3	0	43.9	2
57905186	3399473	4	1995	2	0	0	0	79	0	black	2	4	4	3	0	43.9	2
57905186	3399473	5	1996	3	0	0	0	67	0	black	2	4	4	3	0	43.9	2
57905186	3399473	6	1997	4	0	0	0	81	0	black	2	4	4	3	0	43.9	2
57905186	3515877	3	1997	1	0	0	1	70	0	black	2	7	7	3	0	43.9	2
57905186	3515877	4	1998	2	0	0	1	77	0	black	2	7	7	3	0	43.9	2
57905186	3515877	5	1999	3	0	0	1	85	0	black	2	7	7	3	0	43.9	2
57905186	3515877	6	2000	4	0	0	1	78	0	black	2	7	7	3	0	43.9	2
57905186	3573003	4	1998	1	0	0	1	75	1	black	2	7	7	3	0	43.9	2
57905186	3573003	5	1999	2	0	0	1	78	1	black	2	7	7	3	0	43.9	2
57905186	3573003	6	2000	3	0	0	1	84	1	black	2	7	7	3	0	43.9	2
57905198	99982	3	1994	1	0	0	0	93	0	white	1	4	4	3	1	53.1	1
57905198	99982	4	1995	2	0	0	0	91	0	white	1	4	4	3	1	53.1	1
57905198	99982	5	1996	3	0	0	0	93	0	white	1	4	4	3	1	53.1	1
57905198	99982	6	1997	4	0	0	0	90	0	white	1	4	4	3	1	53.1	1
57905198	250175	3	1998	1	0	0	1	70	1	black	2	8	8	3	1	53.1	2
57905198	279591	3	2000	1	0	0	0	81	0	white	1	10	10	3	1	53.1	1
57905198	362983	4	1994	1	0	0	0	86	0	white	1	3	3	3	1	53.1	1
57905198	362983	5	1995	2	0	0	0	87	0	white	1	3	3	3	1	53.1	1
57905198	362983	6	1996	3	0	0	0	90	0	white	1	3	3	3	1	53.1	1
57905198	393813	3	1999	1	0	0	0	91	1	white	1	9	9	3	1	53.1	1
57905198	393813	4	2000	2	0	0	0	87	1	white	1	9	9	3	1	53.1	1
57905198	611221	3	1998	1	0	0	1	58	1	black	2	8	8	3	1	53.1	2
57905198	611221	4	1999	2	0	1	1	70	1	black	2	8	8	3	1	53.1	2
57905198	611221	5	2000	3	0	0	0	76	1	black	2	8	8	3	1	53.1	2
57905198	648071	3	1996	1	0	0	1	80	1	hispanic	3	6	6	3	1	53.1	3
57905198	648071	4	1997	2	0	0	1	91	1	hispanic	3	6	6	3	1	53.1	3
57905198	648071	5	1998	3	0	0		93	1	hispanic	3	6	6	3	1	53.1	3
57905198	648071	6	1999	4	0	1	1	90	1	hispanic	3	6	6	3	1	53.1	3
57905198	684108	3	1997	1	0	0		93	0	white	1	7	7	3	1	53.1	1
57905198	684108	4	1998	2	0	0	0	84	0	white	1	7	7	3	1	53.1	1
57905198	684108	5	1999	3	0	0		87	0	white	1	7	7	3	1	53.1	1
57905198	739117	3	1999	1	0	0	0	56	0	black	2	9	9	3	1	53.1	2
57905198	739117	4	2000	2	0	0	1	80	0	black	2	9	9	3	1	53.1	2
57905198	1013847	3	1995	1	0	0	0	64	1	white	1	5	5	3	1	53.1	1
57905198	1013847	4	1996	2	0	0	0	77	1	white	1	5	5	3	1	53.1	1
57905198	1013847	5	1997	3	0	0	0	57	1	white	1	5	5	3	1	53.1	1
57905198	1013847	6	1998	4	0	0	0	86	1	white	1	5	5	3	1	53.1	1
57905198	1209631	3	2000	1	0	0	1	76	1	hispanic	3	10	10	3	1	53.1	3
57905198	1924008	5	1994	1	0	0	0	78	1	white	1	2	2	3	1	53.1	1
57905198	1924008	6	1995	2	0	0	0	78	1	white	1	2	2	3	1	53.1	1
57905198	2344786	3	1998	1	0	0	1	81	1	black	2	8	8	3	1	53.1	2
57905198	2344786	4	1999	2	0	0	1	82	1	black	2	8	8	3	1	53.1	2
57905198	2344786	5	2000	3	0	0	1	90	1	black	2	8	8	3	1	53.1	2
57905198	2408355	3	1994	1	0	0		78	0	black	2	4	4	3	1	53.1	2
57905198	2408355	4	1995	2	0	0		84	0	black	2	4	4	3	1	53.1	2
57905198	2408355	5	1996	3	0	0		81	0	black	2	4	4	3	1	53.1	2
57905198	2408355	6	1997	4	0	0		92	0	black	2	4	4	3	1	53.1	2
57905198	2852590	6	1999	1	0	0	1	80	1	hispanic	3	6	6	3	1	53.1	3
57905198	3162780	3	1998	1	0	0	1	75	0	black	2	8	8	3	1	53.1	2
57905198	3162780	4	1999	2	0	1	1	58	0	black	2	8	8	3	1	53.1	2
57905198	3221454	4	1994	1	0	0		86	1	hispanic	3	3	3	3	1	53.1	3
57905198	3221454	5	1995	2	0	0	1	85	1	hispanic	3	3	3	3	1	53.1	3
57905198	3221454	6	1996	3	0	0	1	89	1	hispanic	3	3	3	3	1	53.1	3
57905198	3342047	6	1994	1	0	0	0	83	1	white	1	1	1	3	1	53.1	1
57905198	3380374	3	1998	1	0	0	1	67	1	black	2	8	8	3	1	53.1	2
57905198	3384719	5	1994	1	0	0	0	88	1	white	1	2	2	3	1	53.1	1
57905198	3384719	6	1995	2	0	0	0	87	1	white	1	2	2	3	1	53.1	1
57905200	58733	3	1998	1	0	0	1	91	1	black	2	8	8	2	2	45.7	2
57905200	58733	4	1999	2	0	0	1	90	1	black	2	8	8	2	2	45.7	2
57905200	58733	5	2000	3	0	0	1	93	1	black	2	8	8	2	2	45.7	2
57905200	60047	3	1997	1	0	0	1	84	0	black	2	7	7	2	2	45.7	2
57905200	60047	4	1998	2	0	0	1	83	0	black	2	7	7	2	2	45.7	2
57905200	60047	5	1999	3	0	1	1	87	0	black	2	7	7	2	2	45.7	2
57905200	60047	6	2000	4	0	0	1	91	0	black	2	7	7	2	2	45.7	2
57905200	96638	3	1998	1	0	0	1	87	0	black	2	8	8	2	2	45.7	2
57905200	96638	4	1999	2	0	0	1	86	0	black	2	8	8	2	2	45.7	2
57905200	96638	5	2000	3	0	0	1	90	0	black	2	8	8	2	2	45.7	2
57905200	124095	6	1997	1	0	0	1	58	1	black	2	4	5	2	2	45.7	2
57905200	124095	6	1998	2	1	0	1	63	1	black	2	4	5	2	2	45.7	2
57905200	164664	3	1998	1	0	0	1	89	0	black	2	8	8	2	2	45.7	2
57905200	164664	4	1999	2	0	0	1	91	0	black	2	8	8	2	2	45.7	2
57905200	164664	5	2000	3	0	0	1	93	0	black	2	8	8	2	2	45.7	2
57905200	218925	3	1998	1	0	0	1	52	0	black	2	8	8	2	2	45.7	2
57905200	218925	4	1999	2	0	0	1	83	0	black	2	8	8	2	2	45.7	2
57905200	218925	5	2000	3	0	0	1	88	0	black	2	8	8	2	2	45.7	2
57905200	228895	3	1998	1	0	0	1	87	1	black	2	8	8	2	2	45.7	2
57905200	228895	4	1999	2	0	1	1	91	1	black	2	8	8	2	2	45.7	2
57905200	228895	5	2000	3	0	0	1	88	1	black	2	8	8	2	2	45.7	2
57905200	237716	3	2000	1	0	0	1	76	0	black	2	10	10	2	2	45.7	2
57905200	806884	3	1998	1	0	0	1	87	0	black	2	8	8	2	2	45.7	2
57905200	806884	4	1999	2	0	1	1	76	0	black	2	8	8	2	2	45.7	2
57905200	806884	5	2000	3	0	0	1	82	0	black	2	8	8	2	2	45.7	2
57905200	825349	3	1995	1	0	0	1	66	0	black	2	5	5	2	2	45.7	2
57905200	825349	4	1996	2	0	0	1	83	0	black	2	5	5	2	2	45.7	2
57905200	825349	5	1997	3	0	0	1	73	0	black	2	5	5	2	2	45.7	2
57905200	825349	6	1998	4	0	1	1	77	0	black	2	5	5	2	2	45.7	2
57905200	1029139	3	1999	1	0	0	1	76	0	black	2	9	9	2	2	45.7	2
57905200	1029139	4	2000	2	0	0	1	71	0	black	2	9	9	2	2	45.7	2
57905200	1279296	3	2000	1	0	0	1	65	1	black	2	10	10	2	2	45.7	2
57905200	1775706	6	1994	1	0	0	0	78	0	black	2	1	1	2	2	45.7	2
57905200	2101384	4	1994	1	0	0	0	86	0	black	2	3	3	2	2	45.7	2
57905200	2101384	5	1995	2	0	0	0	76	0	black	2	3	3	2	2	45.7	2
57905200	2101384	6	1996	3	0	0	1	74	0	black	2	3	3	2	2	45.7	2
57905200	2197440	4	1994	1	0	0	0	73	1	black	2	3	3	2	2	45.7	2
57905200	2197440	5	1995	2	0	1	1	55	1	black	2	3	3	2	2	45.7	2
57905200	2197440	6	1996	3	0	0	1	87	1	black	2	3	3	2	2	45.7	2
57905200	2838725	3	1997	1	0	0	1	84	0	black	2	7	7	2	2	45.7	2
57905200	2838725	4	1998	2	0	0	1	83	0	black	2	7	7	2	2	45.7	2
57905200	2838725	5	1999	3	0	0	1	92	0	black	2	7	7	2	2	45.7	2
57905200	2838725	6	2000	4	0	0	1	87	0	black	2	7	7	2	2	45.7	2
57905200	2906314	3	1996	1	0	0	1	65	0	black	2	6	7	2	2	45.7	2
57905200	2906314	4	1997	2	0	0	1	63	0	black	2	6	7	2	2	45.7	2
57905200	2906314	4	1998	3	1	0	1	79	0	black	2	6	7	2	2	45.7	2
57905200	2906314	5	1999	4	0	0	1	81	0	black	2	6	7	2	2	45.7	2
57905200	2906314	6	2000	5	0	0	1	81	0	black	2	6	7	2	2	45.7	2
57905200	3390408	6	1994	1	0	0	1	68	0	black	2	1	1	2	2	45.7	2
57905200	3442622	4	1994	1	0	0	1	68	0	black	2	3	3	2	2	45.7	2
57905200	3442622	5	1995	2	0	0	1	63	0	black	2	3	3	2	2	45.7	2
57905200	3442622	6	1996	3	0	0	1	78	0	black	2	3	3	2	2	45.7	2
57905200	3562785	3	1997	1	0	0	1	86	0	black	2	7	7	2	2	45.7	2
57905200	3562785	4	1998	2	0	0	1	81	0	black	2	7	7	2	2	45.7	2
57905200	3562785	5	1999	3	0	0	1	83	0	black	2	7	7	2	2	45.7	2
57905200	3562785	6	2000	4	0	0	1	83	0	black	2	7	7	2	2	45.7	2
57905210	29004	4	1996	1	0	0	1	54	0	black	2	5	5	2	2	40.8	2
57905210	29004	5	1997	2	0	0	1	57	0	black	2	5	5	2	2	40.8	2
57905210	29004	6	1998	3	0	0	1	69	0	black	2	5	5	2	2	40.8	2
57905210	105661	3	1997	1	0	0	1	68	0	hispanic	3	7	7	2	2	40.8	3
57905210	105661	4	1998	2	0	0	1	73	0	hispanic	3	7	7	2	2	40.8	3
57905210	105661	5	1999	3	0	0	1	86	0	hispanic	3	7	7	2	2	40.8	3
57905210	105661	6	2000	4	0	0	1	86	0	hispanic	3	7	7	2	2	40.8	3
57905210	152267	3	1998	1	0	0	1	83	0	black	2	8	8	2	2	40.8	2
57905210	152267	4	1999	2	0	0	1	79	0	black	2	8	8	2	2	40.8	2
57905210	152267	5	2000	3	0	0	1	86	0	black	2	8	8	2	2	40.8	2
57905210	231224	3	1997	1	0	0	1	88	1	hispanic	3	7	7	2	2	40.8	3
57905210	231224	4	1998	2	0	0	1	91	1	hispanic	3	7	7	2	2	40.8	3
57905210	231224	5	1999	3	0	0	1	91	1	hispanic	3	7	7	2	2	40.8	3
57905210	231224	6	2000	4	0	0	1	90	1	hispanic	3	7	7	2	2	40.8	3
57905210	481177	5	1999	1	0	0	1	82	1	hispanic	3	7	7	2	2	40.8	3
57905210	481177	6	2000	2	0	0	1	82	1	hispanic	3	7	7	2	2	40.8	3
57905210	481959	3	1994	1	0	0	0	63	1	black	2	4	4	2	2	40.8	2
57905210	481959	4	1995	2	0	0	0	78	1	black	2	4	4	2	2	40.8	2
57905210	481959	5	1996	3	0	0		88	1	black	2	4	4	2	2	40.8	2
57905210	481959	6	1997	4	0	0		88	1	black	2	4	4	2	2	40.8	2
57905210	582807	4	1994	1	0	0		89	1	white	1	3	3	2	2	40.8	1
57905210	582807	5	1995	2	0	0	0	82	1	white	1	3	3	2	2	40.8	1
57905210	610580	3	1995	1	0	0	1	64	0	black	2	5	5	2	2	40.8	2
57905210	610580	4	1996	2	0	0	0	69	0	black	2	5	5	2	2	40.8	2
57905210	610580	5	1997	3	0	0	0	69	0	black	2	5	5	2	2	40.8	2
57905210	610580	6	1998	4	0	0	1	68	0	black	2	5	5	2	2	40.8	2
57905210	722269	4	1994	1	0	0	0	88	0	white	1	3	3	2	2	40.8	1
57905210	722269	5	1995	2	0	0		87	0	white	1	3	3	2	2	40.8	1
57905210	722269	6	1996	3	0	0		83	0	white	1	3	3	2	2	40.8	1
57905210	723890	3	1996	1	0	0		38	1	black	2	6	6	2	2	40.8	2
57905210	723890	4	1997	2	0	0	1	47	1	black	2	6	6	2	2	40.8	2
57905210	723890	5	1998	3	0	0	1	48	1	black	2	6	6	2	2	40.8	2
57905210	723890	6	1999	4	0	0	1	55	1	black	2	6	6	2	2	40.8	2
57905210	815394	3	1998	1	0	0	1	79	0	hispanic	3	8	8	2	2	40.8	3
57905210	815394	4	1999	2	0	0	1	82	0	hispanic	3	8	8	2	2	40.8	3
57905210	815394	5	2000	3	0	0	1	92	0	hispanic	3	8	8	2	2	40.8	3
57905210	1738498	6	1994	1	0	0	1	80	1	black	2	1	1	2	2	40.8	2
57905210	1950284	5	1994	1	0	0	1	85	1	black	2	2	2	2	2	40.8	2
57905210	1950284	6	1995	2	0	0	1	85	1	black	2	2	2	2	2	40.8	2
57905210	2039313	5	1994	1	0	0	1	32	0	black	2	2	2	2	2	40.8	2
57905210	2039313	6	1995	2	0	0	0	45	0	black	2	2	2	2	2	40.8	2
57905210	2284314	3	1994	1	0	0	1	67	1	hispanic	3	4	4	2	2	40.8	3
57905210	2284314	4	1995	2	0	0	1	78	1	hispanic	3	4	4	2	2	40.8	3
57905210	2284314	5	1996	3	0	0	0	64	1	hispanic	3	4	4	2	2	40.8	3
57905210	2284314	6	1997	4	0	1	0	68	1	hispanic	3	4	4	2	2	40.8	3
57905210	2495183	3	1995	1	0	0	0	71	1	black	2	5	5	2	2	40.8	2
57905210	2495183	4	1996	2	0	0	1	69	1	black	2	5	5	2	2	40.8	2
57905210	2495183	5	1997	3	0	0	1	74	1	black	2	5	5	2	2	40.8	2
57905210	2495183	6	1998	4	0	0	1	84	1	black	2	5	5	2	2	40.8	2
57905210	3246596	6	1994	1	0	0	0	69	1	hispanic	3	1	1	2	2	40.8	3
57905210	3394108	5	1998	1	0	0	1	88	0	hispanic	3	6	6	2	2	40.8	3
57905210	3394108	6	1999	2	0	0	1	83	0	hispanic	3	6	6	2	2	40.8	3
57905210	3577263	3	1994	1	0	0	1	80	0	black	2	4	4	2	2	40.8	2
57905210	3577263	4	1995	2	0	0	1	75	0	black	2	4	4	2	2	40.8	2
57905210	3577263	5	1996	3	0	0	1	77	0	black	2	4	4	2	2	40.8	2
57905210	3577263	6	1997	4	0	0	1	87	0	black	2	4	4	2	2	40.8	2
57905210	3577268	3	1994	1	0	0		26	0	black	2	4	4	2	2	40.8	2
57905210	3577268	4	1995	2	0	0		44	0	black	2	4	4	2	2	40.8	2
57905210	3577268	5	1996	3	0	1	0	43	0	black	2	4	4	2	2	40.8	2
57905210	3577268	6	1997	4	0	0	0	49	0	black	2	4	4	2	2	40.8	2
57905216	29113	3	1996	1	0	0	1	84	1	hispanic	3	6	6	2	1	68	3
57905216	29113	4	1997	2	0	1	1	89	1	hispanic	3	6	6	2	1	68	3
57905216	29113	5	1998	3	0	0	1	90	1	hispanic	3	6	6	2	1	68	3
57905216	29113	6	1999	4	0	0	1	91	1	hispanic	3	6	6	2	1	68	3
57905216	215679	3	1996	1	0	0	0	45	1	black	2	6	6	2	1	68	2
57905216	215679	4	1997	2	0	0	0	69	1	black	2	6	6	2	1	68	2
57905216	215679	5	1998	3	0	0	0	70	1	black	2	6	6	2	1	68	2
57905216	215679	6	1999	4	0	0	0	81	1	black	2	6	6	2	1	68	2
57905216	229979	3	2000	1	0	0	1	74	0	black	2	10	10	2	1	68	2
57905216	320051	3	1998	1	0	0	1	32	0	black	2	8	8	2	1	68	2
57905216	320051	4	1999	2	0	0	1	54	0	black	2	8	8	2	1	68	2
57905216	320051	5	2000	3	0	0	0	58	0	black	2	8	8	2	1	68	2
57905216	326438	3	1998	1	0	0	1	65	0	black	2	8	8	2	1	68	2
57905216	326438	4	1999	2	0	0	1	83	0	black	2	8	8	2	1	68	2
57905216	326438	5	2000	3	0	0	1	88	0	black	2	8	8	2	1	68	2
57905216	372987	3	1995	1	0	0		40	1	hispanic	3	5	5	2	1	68	3
57905216	372987	4	1996	2	0	0		69	1	hispanic	3	5	5	2	1	68	3
57905216	372987	5	1997	3	0	1	1	63	1	hispanic	3	5	5	2	1	68	3
57905216	372987	6	1998	4	0	0	1	47	1	hispanic	3	5	5	2	1	68	3
57905216	425756	3	1995	1	0	0	1	62	1	black	2	5	5	2	1	68	2
57905216	425756	4	1996	2	0	0	1	78	1	black	2	5	5	2	1	68	2
57905216	425756	5	1997	3	0	1	1	86	1	black	2	5	5	2	1	68	2
57905216	425756	6	1998	4	0	0	1	90	1	black	2	5	5	2	1	68	2
57905216	575556	4	1999	1	0	0	1	32	1	hispanic	3	8	8	2	1	68	3
57905216	575556	5	2000	2	0	0	1	38	1	hispanic	3	8	8	2	1	68	3
57905216	657236	3	1996	1	0	0	1	38	1	black	2	6	6	2	1	68	2
57905216	657236	5	1998	3	0	1		41	1	black	2	6	6	2	1	68	2
57905216	657236	6	1999	4	0	1	0	51	1	black	2	6	6	2	1	68	2
57905216	1025151	3	1999	1	0	0	1	80	1	hispanic	3	9	9	2	1	68	3
57905216	1025151	4	2000	2	0	0	1	80	1	hispanic	3	9	9	2	1	68	3
57905216	1339157	4	1997	1	0	0	1	83	0	hispanic	3	6	6	2	1	68	3
57905216	1339157	5	1998	2	0	0	1	85	0	hispanic	3	6	6	2	1	68	3
57905216	1339157	6	1999	3	0	0	1	88	0	hispanic	3	6	6	2	1	68	3
57905216	1774523	6	1995	1	0	0	1	52	0	black	2	2	2	2	1	68	2
57905216	2238632	3	1994	1	0	0	1	82	1	black	2	4	4	2	1	68	2
57905216	2238632	4	1995	2	0	0	1	85	1	black	2	4	4	2	1	68	2
57905216	2238632	5	1996	3	0	0	1	77	1	black	2	4	4	2	1	68	2
57905216	2238632	6	1997	4	0	0	1	81	1	black	2	4	4	2	1	68	2
57905216	2337821	3	1998	1	0	0	1	70	1	black	2	8	8	2	1	68	2
57905216	2337821	4	1999	2	0	0	1	72	1	black	2	8	8	2	1	68	2
57905216	2337821	5	2000	3	0	0	1	76	1	black	2	8	8	2	1	68	2
57905216	2395539	4	1994	1	0	0	1	54	0	hispanic	3	3	3	2	1	68	3
57905216	2395539	5	1995	2	0	0	1	53	0	hispanic	3	3	3	2	1	68	3
57905216	2395539	6	1996	3	0	0		65	0	hispanic	3	3	3	2	1	68	3
57905216	2537030	3	1995	1	0	0	0	70	1	black	2	5	5	2	1	68	2
57905216	2537030	4	1996	2	0	1	1	54	1	black	2	5	5	2	1	68	2
57905216	2537030	5	1997	3	0	0	1	46	1	black	2	5	5	2	1	68	2
57905216	2537030	6	1998	4	0	0	1	82	1	black	2	5	5	2	1	68	2
57905216	2693219	3	1995	1	0	0	0	70	0	black	2	5	5	2	1	68	2
57905216	2693219	4	1996	2	0	0	0	77	0	black	2	5	5	2	1	68	2
57905216	2693219	5	1997	3	0	0	0	80	0	black	2	5	5	2	1	68	2
57905216	2693219	6	1998	4	0	0	1	81	0	black	2	5	5	2	1	68	2
57905216	3272328	3	1994	1	0	0		54	0	white	1	4	4	2	1	68	1
57905216	3272328	4	1995	2	0	0		69	0	white	1	4	4	2	1	68	1
57905216	3272328	5	1996	3	0	0		62	0	white	1	4	4	2	1	68	1
57905216	3528952	3	1997	1	0	0	1	84	0	hispanic	3	7	7	2	1	68	3
57905216	3528952	5	1999	3	0	0	1	87	0	hispanic	3	7	7	2	1	68	3
57905216	3528952	6	2000	4	0	0	1	89	0	hispanic	3	7	7	2	1	68	3
57905216	3569327	3	1994	1	0	0	1	50	0	black	2	4	4	2	1	68	2
57905216	3569327	4	1995	2	0	0	1	69	0	black	2	4	4	2	1	68	2
57905216	3569327	5	1996	3	0	0	1	68	0	black	2	4	4	2	1	68	2
57905250	29129	6	1994	1	0	0	1	55	0	black	2	1	1	3	4	24	2
57905250	29131	3	1996	1	0	0		80	1	hispanic	3	6	6	3	4	24	3
57905250	29131	6	1999	4	0	0	1	86	1	hispanic	3	6	6	3	4	24	3
57905250	85638	3	1997	1	0	0	1	76	1	black	2	7	7	3	4	24	2
57905250	85638	4	1998	2	0	0	1	88	1	black	2	7	7	3	4	24	2
57905250	85638	5	1999	3	0	0	1	75	1	black	2	7	7	3	4	24	2
57905250	85638	6	2000	4	0	0	1	85	1	black	2	7	7	3	4	24	2
57905250	123212	3	1997	1	0	0	1	58	1	black	2	7	7	3	4	24	2
57905250	123212	4	1998	2	0	0	1	81	1	black	2	7	7	3	4	24	2
57905250	123212	5	1999	3	0	0	1	76	1	black	2	7	7	3	4	24	2
57905250	123212	6	2000	4	0	0	1	67	1	black	2	7	7	3	4	24	2
57905250	366619	3	1998	1	0	0	1	77	0	black	2	8	8	3	4	24	2
57905250	366619	4	1999	2	0	0	1	70	0	black	2	8	8	3	4	24	2
57905250	366619	5	2000	3	0	1	1	82	0	black	2	8	8	3	4	24	2
57905250	470317	3	1998	1	0	0	1	79	1	black	2	8	8	3	4	24	2
57905250	470317	4	1999	2	0	0	1	74	1	black	2	8	8	3	4	24	2
57905250	470317	5	2000	3	0	0	1	71	1	black	2	8	8	3	4	24	2
57905250	600724	3	1994	1	0	0		63	1	hispanic	3	4	4	3	4	24	3
57905250	600724	4	1995	2	0	0		59	1	hispanic	3	4	4	3	4	24	3
57905250	600724	6	1997	4	0	0	1	83	1	hispanic	3	4	4	3	4	24	3
57905250	725466	4	2000	1	0	0	1	83	1	hispanic	3	9	9	3	4	24	3
57905250	735310	3	1998	1	0	0		67	0	black	2	8	8	3	4	24	2
57905250	735310	4	1999	2	0	1	0	80	0	black	2	8	8	3	4	24	2
57905250	735310	5	2000	3	0	0	0	82	0	black	2	8	8	3	4	24	2
57905250	947629	3	1999	1	0	0	1	84	0	black	2	9	9	3	4	24	2
57905250	947629	4	2000	2	0	0	1	82	0	black	2	9	9	3	4	24	2
57905250	1145774	3	2000	1	0	0	1	62	0	hispanic	3	10	10	3	4	24	3
57905250	1258755	3	1998	1	0	0	1	75	0	black	2	8	8	3	4	24	2
57905250	1258755	4	1999	2	0	0	1	72	0	black	2	8	8	3	4	24	2
57905250	1258755	5	2000	3	0	0	1	64	0	black	2	8	8	3	4	24	2
57905250	1808349	5	1994	1	0	0	1	81	0	black	2	2	2	3	4	24	2
57905250	1808349	6	1995	2	0	0	0	82	0	black	2	2	2	3	4	24	2
57905250	2130193	4	1994	1	0	0	1	36	1	black	2	3	3	3	4	24	2
57905250	2130193	5	1995	2	0	0	1	50	1	black	2	3	3	3	4	24	2
57905250	2130193	6	1996	3	0	0	0	60	1	black	2	3	3	3	4	24	2
57905250	2514758	3	1995	1	0	0	1	17	1	black	2	5	5	3	4	24	2
